id,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6
kabd9,10,31,79,4,25,85
uulzs,11,10,5,11,5,53
l9lio,9,11,83,12,5,86
yua26,12,22,42,9,29,16
jvnly,12,14,16,11,23,15
gypwq,9,31,98,1,16,98
m8qvd,12,31,50,9,3,40
cqw5r,12,12,66,3,14,6
reny3,1,1,85,1,1,45
cri5i,11,7,76,11,19,2
qt73d,5,1,62,3,1,8
jm8xy,7,30,84,7,15,35
jc05b,11,7,59,3,6,56
pk9bq,10,31,31,4,4,92
sdcbu,1,1,78,9,1,36
yonuy,12,1,93,11,15,51
hnhba,9,19,90,3,16,30
vycfo,12,29,85,11,12,99
vvhs3,12,12,67,12,6,21
zugee,3,5,95,11,16,60
z2jj6,3,1,63,3,1,98
ufyyi,11,4,99,11,29,5
hdpwg,3,1,81,9,1,82
sfbnd,11,18,23,12,14,46
uto0c,3,1,24,3,7,19
hpl3w,12,10,52,11,17,28
vqwmg,12,10,2,11,7,66
s25pe,12,1,64,11,1,76
mh1m2,11,31,28,12,3,73
wkfxw,1,10,19,9,4,6
co5rh,11,12,93,3,30,80
ryduh,12,1,27,12,20,71
ur30k,11,10,27,11,1,89
bb1lm,3,1,50,3,1,31
kd43o,3,1,78,12,1,49
nrzjz,5,23,58,12,24,57
fubih,11,25,98,12,21,58
woa85,3,7,16,3,5,30
qd6ok,5,1,36,3,1,80
hmjml,12,9,47,12,1,28
lqa5m,3,3,39,3,3,14
ciqed,12,1,24,5,25,14
cpevl,3,1,91,3,1,27
t8oh3,12,30,10,3,25,87
zi4e3,9,2,58,12,6,30
htwy8,9,3,66,5,21,69
gnp8z,5,8,19,3,2,30
rxzxc,5,1,71,12,1,11
n212s,5,1,92,5,1,75
df0cw,11,21,26,11,31,44
rdwi7,4,12,47,2,26,52
f7toi,12,1,3,12,1,57
czayn,12,1,73,5,1,10
mol45,12,1,39,5,1,82
tkeuc,10,27,57,6,14,13
n3fko,12,1,73,12,1,14
qzng2,5,9,27,12,25,5
g07kc,3,1,8,11,1,49
mdi8v,12,25,15,3,3,89
s8ybc,3,31,97,11,27,24
n17jh,3,1,88,12,1,58
gt0ce,11,3,8,5,25,54
yl3op,5,19,30,11,4,83
bf3he,11,1,81,3,1,28
x5902,10,7,7,7,19,71
sd6bk,3,1,40,3,1,26
c1ckn,12,1,44,5,1,26
gai8f,11,1,5,3,1,17
jh8qw,1,1,80,1,1,2
yjqb8,6,26,5,5,14,59
naqf1,4,13,70,2,19,13
gaudd,7,1,55,2,1,81
xx5jg,9,19,85,2,13,99
d2isp,1,8,3,1,8,27
vlran,12,16,32,3,18,51
vzk7z,11,23,57,3,12,25
kjo8c,5,1,65,11,1,22
bg0l6,11,11,50,12,31,14
x7jxk,4,17,15,6,28,14
zsh95,4,17,12,6,16,90
jnb3i,8,31,70,11,7,8
e1vtr,6,19,34,6,29,22
hazmc,12,1,49,5,26,40
dijef,12,22,41,3,14,21
pqed1,11,27,36,12,4,40
n082a,1,1,91,1,1,11
jalj4,12,24,43,11,15,91
q7r7g,1,1,10,5,1,89
qjaxh,5,1,75,12,1,96
aimla,9,1,10,3,1,47
knq05,12,7,48,11,8,20
w1eyg,12,22,49,3,25,10
uafu8,12,8,87,3,20,94
wo5xe,3,8,2,5,9,29
y5qfw,3,14,50,5,1,96
bs9jf,11,1,94,12,1,56
hl2w3,5,10,1,9,4,45
lpyap,11,26,75,11,17,94
nq9a6,3,10,91,3,11,47
uanjt,12,14,62,3,2,32
sjb3b,3,1,82,1,1,12
sk2zm,7,8,14,7,22,69
etxvu,3,20,38,3,28,47
rt54u,11,4,17,5,13,10
u6r2x,2,27,1,10,9,52
tkdlf,9,15,79,8,31,49
pzyou,11,22,19,3,21,24
c5ouc,11,24,95,11,12,7
dce5f,3,5,52,12,11,11
tfds3,7,12,55,6,15,26
wq4hk,5,1,25,11,1,16
vpfhp,3,6,93,7,16,97
l59kc,11,28,64,3,18,62
pu6mr,3,7,12,11,6,10
e1q1d,8,1,42,8,1,85
pul4g,10,22,10,7,16,33
fi4cw,8,25,35,9,4,39
u82d2,8,14,52,8,19,1
ulwny,11,30,98,5,1,93
b00fy,5,2,18,3,26,39
y1qks,3,25,36,5,8,75
ux929,11,31,87,5,7,14
jivng,5,31,90,3,15,42
lke7m,9,1,51,9,1,92
cf2vl,7,1,77,10,4,31
ygjpx,12,7,51,12,14,8
c8ogt,1,1,54,1,1,24
xx122,3,3,50,8,21,27
ritl6,3,28,22,8,14,52
xy4yd,3,28,59,3,23,47
jmycy,3,1,30,9,1,97
xii2k,3,1,54,12,1,36
l3ul8,7,20,43,6,5,1
j4hf5,1,1,70,1,1,13
i8jew,12,14,33,3,31,70
y5lj2,7,25,5,10,11,93
md0a4,12,10,88,12,23,74
m973e,4,24,0,12,27,57
q2k9d,3,12,91,9,6,5
ol2rl,7,9,66,2,13,32
od1i8,11,30,34,12,4,87
jjvtq,3,28,98,11,3,10
ehf1t,12,1,62,3,1,48
zikj6,3,5,71,12,15,45
mk2n7,3,1,43,5,1,70
z58z0,11,25,41,12,14,50
l3l6k,7,22,50,6,4,96
pqh76,8,7,65,1,26,89
oowko,4,25,72,10,31,11
z5lp1,12,1,62,12,1,67
cc2by,11,1,43,12,1,47
nifch,9,27,10,9,5,63
dy962,1,15,92,1,1,93
w5koh,9,14,62,5,29,70
n077m,11,27,36,11,26,74
xns76,3,11,77,11,9,4
h7zqy,5,14,39,12,4,98
eaid1,12,15,28,4,30,69
q00zp,2,9,44,10,3,74
dmput,5,4,37,3,3,63
jt6np,12,18,43,12,1,56
i461y,8,26,94,12,29,95
f8g1t,10,13,65,10,14,3
dzdw0,12,2,25,3,5,36
rocsf,3,1,97,12,1,75
ttu33,2,8,91,10,12,80
kdsv5,11,1,27,3,1,69
h18d9,1,11,98,12,16,87
ewslv,5,10,42,12,23,32
ruvz4,12,6,11,12,3,87
v2otu,11,15,8,11,2,35
osy1o,3,31,96,3,26,23
lf74p,3,25,23,11,10,46
q9vdu,3,1,70,3,1,22
xwwlr,10,7,63,4,27,54
znbuc,7,7,8,7,18,46
fe0gd,7,28,80,1,20,90
m0gam,11,1,98,12,1,15
w1m5n,2,17,25,10,21,97
qxoxe,4,10,36,6,25,3
vgcx0,2,17,99,4,15,71
zlf75,10,27,70,10,1,90
czfot,11,7,32,12,11,86
pk64m,5,7,76,5,16,84
ne4yg,12,5,85,11,19,5
hurgg,9,1,61,1,1,41
ql40q,5,20,47,9,12,58
cnx6x,5,1,18,11,1,62
mrtu2,4,30,79,10,29,17
k4lpv,12,12,26,3,9,89
ka8m1,11,1,84,5,15,36
p60qf,12,1,30,3,1,67
yhcqm,5,21,12,12,8,19
ydjxu,11,20,39,12,5,43
sgvrw,1,1,86,1,1,2
irytd,12,6,62,12,30,82
zyqk8,11,1,51,11,1,43
zitdx,1,3,62,12,3,79
wa0q0,4,11,43,6,13,81
wz6t2,12,1,96,3,25,95
vgh8b,3,1,71,11,1,23
tv3mq,12,9,18,11,15,23
srwxt,6,14,40,6,13,32
qd9g5,2,15,19,10,31,3
qaw1h,11,20,82,9,6,74
knwq7,3,29,61,11,2,72
x3flw,9,3,64,9,26,78
qj7yb,2,2,85,4,27,66
ppoil,11,1,16,9,1,51
ttlpc,1,28,39,1,28,6
bn0rm,3,11,44,11,8,63
xxf79,3,1,50,3,1,40
ps1al,3,8,33,5,13,54
y9f56,12,1,47,3,1,44
c52ho,10,29,13,10,24,69
gb4l0,12,30,17,12,26,16
y7aox,5,3,86,11,30,27
so2wx,3,14,74,12,25,46
quv8t,4,16,78,4,11,70
k8h3w,5,1,17,3,1,38
o5j9i,3,17,48,5,10,39
o0ikq,3,5,70,5,28,52
f2qdz,11,22,45,3,30,67
oioir,10,1,89,3,9,94
n1jp1,9,1,43,9,1,63
igbne,11,1,14,11,1,22
iioam,11,11,28,3,17,16
teswc,3,30,63,11,4,4
rxo12,3,1,41,12,6,81
mus8c,11,1,38,11,1,21
p9mku,5,6,26,3,20,91
gynqi,3,1,28,12,1,21
mlj0f,11,25,8,3,28,99
owqta,2,3,30,11,19,29
g42nk,1,1,22,1,1,64
ew79c,2,1,82,4,21,14
n85sc,3,31,86,11,21,5
yh1kw,6,18,49,7,16,18
m1x2m,5,1,79,3,1,43
xobat,3,3,2,3,31,94
w9psl,12,1,44,12,1,62
t7nu4,3,1,29,12,1,61
xdfh4,9,5,98,5,16,46
kact0,11,19,71,12,27,8
t7n8f,12,5,75,12,12,58
d3jiv,1,1,12,1,1,17
i623y,7,18,99,4,17,21
oeox2,3,13,57,12,30,54
achk0,3,17,92,11,28,9
txu27,11,26,17,11,5,57
y51qx,10,29,52,2,1,67
c1jzh,3,12,36,3,15,88
z9cnk,7,28,31,2,12,17
cul43,12,12,89,12,16,70
ddcwc,11,17,18,3,10,47
tjpss,10,24,6,6,20,39
rzl9a,11,13,71,12,31,73
y0qq0,5,1,43,11,1,12
l0upb,12,25,33,12,7,1
ovat7,3,1,70,3,1,67
ds8ia,12,1,47,11,1,29
roxds,5,13,4,3,31,32
zn0wi,12,12,43,11,8,52
p2f82,2,26,92,12,6,35
ysqti,4,15,67,7,24,74
kboqf,4,31,82,4,23,43
zk7ut,5,21,32,3,13,39
nirjz,10,28,12,7,5,69
duboe,12,1,87,3,1,99
ja7iq,5,2,35,3,28,26
ml91s,3,30,57,3,19,90
b9pjh,12,22,56,3,2,73
xbran,1,1,94,1,1,62
ghf2b,5,15,7,3,2,37
r80gb,12,22,80,11,17,35
xlb1v,1,16,40,12,22,56
l8pg3,11,31,74,12,13,7
pev8d,3,31,52,3,31,43
n0tj2,10,3,47,10,18,79
tjyzx,11,16,14,12,25,83
bm8ww,11,15,15,3,6,2
jkjia,11,16,72,3,25,46
pepnq,3,24,45,5,11,65
ccc6z,12,18,9,9,31,68
w5nnp,11,3,56,11,25,63
qlcxe,3,7,1,5,11,72
aesmg,12,1,16,3,1,97
a26rm,7,4,80,4,19,98
eg1ix,3,4,84,7,1,6
rpezu,5,1,6,3,1,97
nnvp4,12,1,55,3,1,75
mdsmk,10,29,40,10,30,83
ogtv4,3,1,87,12,1,77
mofyn,5,29,21,11,28,83
iltut,12,15,13,3,27,79
ae8z8,12,6,86,12,5,67
a9om3,3,13,66,3,28,62
r7crt,12,21,48,11,16,68
tfgmb,5,23,25,12,3,27
gm778,11,28,88,3,26,43
gf815,3,3,6,9,10,89
k6gve,11,18,11,5,23,24
qmc8r,12,1,80,3,1,95
p8816,11,28,59,12,11,22
onzd4,10,27,31,7,20,67
al792,3,13,75,12,14,16
l57e8,5,24,52,9,13,16
tao4b,11,10,82,12,30,90
p8iv8,3,27,54,4,17,59
umj3h,7,7,92,6,3,59
stxpd,5,1,49,5,1,70
xs50k,2,6,11,10,24,55
o85hr,3,29,36,11,20,13
ofrct,3,16,10,8,13,80
o5qla,3,10,85,3,14,17
gd33x,6,31,89,7,21,80
l1iqq,11,1,54,3,23,24
er2s9,11,4,81,12,11,33
l9n0x,5,1,37,3,1,15
d3z5d,12,2,42,6,4,45
mlkq7,1,5,80,1,5,79
ygq5j,12,16,21,11,3,62
l5uzi,2,28,5,10,25,18
ts2c7,11,29,65,3,6,69
lix8x,11,1,59,12,1,92
x2mes,2,5,22,7,24,49
fz3et,5,1,22,11,1,88
vrdut,1,1,53,9,1,77
sed2m,1,2,96,1,20,73
xf8mp,1,1,81,1,1,90
dz6cr,11,1,89,1,1,17
xvo4u,1,28,22,1,28,48
xrwzz,4,16,29,10,3,32
hfjle,11,17,25,12,6,31
qbrax,7,5,44,10,17,60
pmfxb,11,16,95,5,16,46
by1qp,11,15,24,5,27,31
nfyta,11,1,6,12,1,50
rx326,1,1,43,1,1,24
f1emf,5,24,84,3,23,64
jkt0f,11,25,31,5,12,53
pnj53,11,13,86,1,28,37
yx1n8,4,13,40,6,5,13
bn6lk,3,6,13,3,5,43
ye9hp,12,15,42,1,31,80
v4t0n,3,1,88,11,1,81
v0uls,12,16,88,11,10,82
b9kvs,5,14,44,3,24,40
o3zzs,9,8,97,3,15,17
jq4l5,11,28,70,12,13,13
xioc1,12,28,72,12,9,6
tz7g1,11,25,35,12,24,70
qoqmz,7,16,94,7,11,89
avprl,5,28,4,3,25,91
w3w9c,11,1,39,9,1,91
mzfdu,9,9,41,7,13,46
ewomg,5,1,92,1,1,20
wm7o9,5,14,81,3,7,61
x8ooz,1,1,51,9,1,26
mf3lj,1,1,6,1,1,23
rkitx,4,24,11,6,13,95
p1n5k,1,1,77,1,1,35
h8184,1,1,81,9,1,76
t2cpn,3,4,87,12,13,44
zl430,12,17,53,9,16,20
yx75u,1,15,4,4,30,73
ro1ni,3,14,12,12,11,93
j8fld,2,12,57,7,25,92
x55ty,5,1,34,12,1,54
ypo50,8,24,35,3,17,75
af5dz,12,30,64,3,22,7
iab6k,2,12,5,12,11,7
obci0,1,1,3,1,1,53
po6ar,12,8,93,3,8,51
sguc0,12,19,73,11,8,93
nwajn,3,16,99,9,6,74
a0ejs,3,17,65,11,27,14
e1e07,10,4,33,6,7,37
tmsc6,11,2,74,11,20,66
seta3,2,15,46,7,31,96
qcfbj,5,14,38,5,29,91
l3bk9,12,25,3,3,16,61
hubha,5,1,81,9,1,68
i5so7,11,11,28,3,20,55
rex5f,11,1,17,3,1,86
n7pzo,10,6,77,4,9,65
dw62o,2,15,69,2,15,90
klijk,6,9,74,8,9,35
v34gt,12,19,76,3,28,14
puco0,3,29,90,3,13,11
ws7u6,1,1,72,1,1,64
ndkhk,1,10,87,11,21,30
m0ttj,12,1,18,12,1,67
yuz42,9,15,18,5,1,18
n94vy,3,1,1,5,1,37
dk4g3,1,1,3,1,1,97
kfff4,11,5,30,5,27,96
qnorf,11,12,71,12,13,39
ik0ly,12,22,42,5,1,51
k339d,12,10,5,3,27,36
w47di,3,17,5,11,25,43
lad1s,3,6,27,11,4,68
hwpsk,10,1,63,2,12,75
cn6hb,9,14,10,3,16,99
k64kd,3,1,34,12,1,69
tg3xj,6,23,31,10,3,15
h3ikn,11,5,22,3,6,21
mcryg,12,1,95,3,1,99
r27fk,12,9,4,11,2,79
ycgl3,12,26,62,9,30,90
vfkw6,11,2,22,11,19,51
hk4km,12,13,75,3,28,42
ez4kq,7,26,26,6,21,13
rdh5h,12,3,15,5,9,94
gdlh5,3,13,34,3,12,78
kbz3x,12,3,41,11,5,70
cwqa2,5,14,5,12,16,23
u7mog,3,4,96,11,25,78
erc65,2,26,49,7,20,89
jxa79,8,1,69,11,1,63
k295i,11,22,17,12,20,93
bh40p,5,31,31,9,31,13
u461n,1,1,38,1,1,68
q6s10,3,18,68,11,14,77
oqwwh,3,16,34,5,9,70
ekobr,3,1,78,5,1,46
bi0pb,3,23,14,12,8,89
bj91p,11,17,50,12,21,97
qco75,3,1,98,9,1,46
tprpv,11,13,26,12,15,66
u7z2k,3,19,16,11,21,77
ul9x3,3,1,79,3,24,51
kn2dd,7,10,26,7,24,32
aurcr,2,7,18,4,30,27
g8ccz,4,29,19,7,28,48
ufmfo,12,1,61,11,1,61
tywdw,4,25,52,9,25,57
n6466,1,1,68,1,1,12
a4sn2,5,16,19,3,4,21
ukw3h,3,1,71,12,1,52
voa2d,3,1,53,3,1,34
fwl7p,3,7,10,12,21,29
uqx2r,1,31,22,9,5,71
qw74f,11,25,74,12,17,32
xedu7,10,7,66,4,20,89
qbgt1,1,1,14,1,1,50
ccpmi,3,29,91,3,27,13
qkih6,5,26,38,12,4,29
cau41,11,1,29,5,1,59
gxtnc,3,26,1,3,19,25
w1m3t,7,25,30,4,10,7
z3sl2,1,1,12,1,1,37
m70nx,10,27,28,10,4,34
h86d9,4,21,89,2,10,93
ktbl7,12,25,69,12,10,77
g8ny1,5,1,59,12,1,8
oaxem,3,1,12,11,1,8
ky46d,1,1,17,1,1,14
bpi32,11,24,21,11,5,61
phsxd,11,3,63,12,19,38
qpxwo,3,23,1,11,13,51
r3cob,3,23,46,5,14,75
ytdjm,7,16,28,7,16,47
skvay,3,9,78,3,12,77
r8xcd,12,19,43,3,19,45
fj2m2,11,10,67,3,10,73
m3l11,5,3,62,3,27,48
lzhzf,7,12,45,7,16,66
yhr1d,11,30,89,9,11,13
m0unt,12,17,10,11,10,36
r2esy,3,1,59,3,1,38
o4sed,3,17,87,12,7,41
b9vyp,5,31,72,3,4,29
y2v0v,1,12,12,5,27,53
rgo0e,3,1,29,3,7,4
f5wo9,5,1,90,12,1,22
b3rz2,1,1,73,1,1,54
yt7dw,2,1,9,4,25,63
hxh2y,11,26,35,3,8,42
a3lyg,3,12,18,3,24,20
qux2z,3,27,10,11,23,27
ak6oz,3,18,26,11,29,65
fqsvx,7,21,12,7,22,34
xc9kv,3,1,31,5,1,43
a9q5w,10,20,47,6,24,40
tg0l5,4,12,43,2,4,76
qdhte,12,14,87,11,8,25
hyqw1,6,16,86,2,9,35
hpd26,3,8,57,12,6,58
mo809,3,25,96,12,6,98
n3wz0,1,22,92,12,2,42
xann6,2,24,91,10,21,27
gdeqm,10,30,2,7,22,10
pl7fs,1,20,38,9,29,74
r4zus,3,17,60,11,31,28
aza4j,5,1,84,11,1,67
x2h5g,7,15,9,6,12,75
zvp91,2,1,31,9,25,36
ccrf3,1,1,28,3,1,84
gyk2m,7,6,76,4,2,11
uz3i0,3,1,68,9,1,24
vbbmr,11,11,73,3,11,76
elby1,11,29,4,11,15,85
x4r9x,5,30,85,8,29,40
iyo7b,11,6,1,3,1,60
hvfhi,3,22,49,5,4,75
j9bil,12,13,51,11,14,11
rgkt2,7,21,31,2,30,95
fvk15,11,23,17,3,15,7
ofjfo,3,24,50,12,31,25
bohpz,12,1,83,11,1,64
d2hxl,9,2,28,9,31,15
tf1ku,11,1,32,11,1,59
j9pz7,10,9,70,7,28,7
usn5y,3,24,32,11,5,10
z9n3m,11,1,35,5,1,8
dxcxg,10,25,87,4,16,17
ymlul,11,19,77,11,11,7
xbcvd,5,31,80,11,29,54
lfjdk,11,1,24,5,1,36
d2bvv,12,17,49,11,26,47
dsixp,11,13,72,3,19,68
n40yi,7,31,80,7,27,87
agyp4,3,31,90,3,15,94
cr8gu,5,1,84,3,12,43
n2oam,7,17,72,7,28,29
oum6k,5,20,47,5,5,76
wvtch,3,18,90,11,4,48
zsg3c,12,13,35,5,17,15
g7zhu,11,1,57,5,9,99
ixw83,12,1,74,12,1,91
f608q,5,1,94,11,1,94
fghbc,5,1,59,5,1,8
l5scg,12,2,82,5,7,41
zcwjo,1,1,14,3,1,27
xni3w,11,29,33,11,10,60
xvz4o,9,1,8,5,1,53
lon2l,12,14,94,12,23,67
rxe53,3,26,48,12,28,48
sdhfi,1,1,25,1,1,59
gog32,3,28,40,3,12,91
mdqfa,11,19,47,5,5,67
oaifj,12,10,38,3,28,93
jygup,3,14,89,3,7,12
mg5ua,11,24,13,5,22,93
lhfnm,5,1,62,11,1,61
b1pzg,1,1,38,1,1,77
tdr7n,5,24,84,12,12,64
xm77a,12,7,3,11,17,48
tb6uz,4,26,61,9,13,67
yjfnr,11,14,45,3,23,3
lu6ii,12,1,56,1,1,45
bjsq4,5,30,43,10,8,43
g8dqx,1,1,9,1,1,35
w3g4b,12,15,29,5,17,83
do23w,11,19,31,3,29,29
oj4j9,5,27,43,3,14,55
asgsj,12,21,54,12,24,15
ihaqv,7,18,35,6,28,41
cknke,1,1,9,1,1,76
cxjpw,5,1,61,11,1,88
e8khn,3,1,11,11,1,24
ntckh,2,16,33,7,14,27
rqrys,1,1,37,1,1,98
hqin4,3,5,75,3,18,56
vu8d1,10,4,47,7,18,76
khazq,12,1,72,5,1,30
trg6z,12,25,82,11,10,49
nvdmf,6,18,92,1,19,95
svcts,12,1,87,3,1,27
z6e9y,3,1,84,11,1,7
zudan,12,1,79,12,1,68
p55ul,2,28,9,7,24,93
z6tgu,1,21,2,9,20,84
s0v4k,11,11,55,3,16,51
guga4,9,15,37,5,28,92
y8807,12,24,28,3,31,16
dccih,11,26,79,12,24,89
mqykg,3,6,82,3,13,57
du474,11,29,10,12,12,63
uygf0,12,1,39,3,1,31
xjms0,12,27,31,3,29,99
v7wsh,3,5,9,9,24,10
cyztm,9,15,9,5,16,36
h8r3j,11,26,50,12,28,73
isa7o,1,1,33,1,1,1
d1axh,11,21,15,11,20,95
ni6u5,12,9,74,3,4,89
ahsbt,11,1,93,1,1,81
plt63,3,26,40,12,29,61
oktbu,1,1,80,1,1,26
p1t6r,12,1,11,9,1,59
x6ur7,8,5,58,12,31,99
ubkb7,12,3,25,12,4,61
g4t6n,12,20,97,3,23,86
otem9,3,23,49,11,18,81
uyq72,11,8,72,11,5,58
w4x2e,11,28,1,11,11,50
qlff0,11,13,14,11,10,35
c6tsl,1,1,91,1,1,13
lgh66,5,27,92,11,29,69
w0ga7,5,1,39,11,1,79
b3z3k,3,28,45,3,16,78
plvoy,10,28,74,2,2,27
olmdy,12,8,53,12,16,86
frqnh,7,11,99,4,7,48
i25zh,11,17,3,11,31,42
zi0op,11,1,21,11,1,26
pemcd,9,29,69,8,12,16
ylv4v,12,15,76,3,23,69
mc3x9,5,1,95,12,1,52
vvajw,5,1,41,11,1,77
qug11,3,1,44,12,1,50
x0zfb,12,1,71,12,1,24
inbi8,12,1,16,5,1,13
j9azk,12,2,83,11,26,56
b02gs,4,22,19,1,15,33
f2ii9,6,10,62,1,27,73
dgycp,3,16,67,11,27,58
el5s3,3,20,4,3,21,1
i5rm0,5,1,95,12,1,70
wqjxe,1,1,10,1,1,59
jtim4,11,16,28,11,31,15
vehhb,9,13,31,4,22,11
v4trh,1,1,48,1,1,34
zapb7,5,16,47,5,24,13
n20qe,12,28,5,11,4,3
wu5da,3,1,24,8,1,71
kqniu,11,6,55,3,24,40
qhx07,3,31,39,3,28,95
v1p6p,2,15,76,4,15,12
dax5a,5,13,69,3,27,64
b2ygn,3,1,66,5,1,38
eghhi,6,7,88,4,7,77
s9dlm,6,10,8,3,31,10
mjxk3,3,3,79,12,2,3
hjk0r,12,23,41,3,1,93
tjurs,12,1,14,5,1,74
aa6ow,10,1,71,10,31,20
eu771,11,12,89,12,14,46
m9fpf,3,31,83,3,9,94
x92v5,5,1,56,3,1,78
ta0pj,12,27,91,12,4,1
r2rxj,7,7,51,4,3,73
sajf4,11,1,14,11,1,36
ie8qm,11,9,13,11,19,5
lbgud,11,9,68,3,28,51
xdk4w,9,2,41,3,15,60
s1m18,12,30,3,12,7,44
pkecq,2,5,98,2,7,10
c7ydo,11,2,84,12,21,39
tzziq,3,1,77,12,1,73
jt1tj,4,30,10,10,26,11
k05bg,1,1,11,1,1,46
ryixi,7,4,86,6,26,25
k8c8m,9,1,13,1,1,71
oc2zz,10,19,24,7,31,21
ae88q,11,1,83,12,1,93
ezshf,4,27,32,10,10,12
n4ie6,6,5,27,4,8,92
y89gy,9,3,13,1,21,80
t8lq5,3,17,47,6,3,22
kxy0i,8,30,37,8,30,40
zpr9r,11,1,64,3,1,86
hs86a,11,29,38,12,9,30
xabtd,12,16,79,5,26,91
kw4yf,5,25,95,3,17,60
c3hrl,1,1,45,9,1,68
axiz6,9,1,69,3,1,39
zh8rm,4,10,68,7,24,26
qmu1k,1,1,40,1,1,55
dv8ym,12,1,98,3,1,1
zc7ff,12,5,11,5,17,36
buleb,8,13,54,12,13,54
ieqqa,5,20,32,12,14,73
t8fin,5,7,19,12,31,46
bm7hh,5,9,93,12,4,19
xscw1,5,1,5,5,1,45
rbyx7,5,1,72,5,1,50
yi4e7,11,25,69,5,25,96
vs035,8,13,78,8,13,7
v60wt,4,1,53,10,26,77
fvc0r,11,10,32,12,9,84
fr05q,12,28,67,11,3,34
gj6c7,12,16,65,3,15,19
ernwu,11,1,70,9,1,69
rrkdu,8,7,91,12,12,30
bcfwy,11,10,27,12,30,97
lo9jl,11,2,71,5,28,12
padja,1,1,76,1,1,24
o3vx2,5,14,19,11,12,83
m4dvs,11,19,89,11,30,32
fnvs1,3,16,2,12,2,22
cnyj4,5,26,92,3,7,6
zd5yj,5,9,69,11,7,45
mwkjc,5,10,99,11,16,36
pe95y,3,31,20,3,26,61
oa8va,1,1,35,1,1,33
jaot9,11,6,72,5,28,34
syufz,3,16,83,3,11,99
ju67m,8,1,59,9,1,14
k1li6,3,4,81,12,10,71
uxy0o,11,1,58,1,1,73
izcyz,12,27,48,5,13,77
sv1tc,11,9,98,10,4,13
ruqvk,5,1,62,12,1,92
abzh8,11,16,30,12,30,11
rgh5g,12,15,40,5,24,78
ulew6,12,1,81,11,1,20
hnwqs,5,12,48,3,19,94
xkt0r,5,11,92,12,16,42
as7qz,12,15,21,2,28,98
e7z1c,11,22,83,5,23,73
ys9fr,3,17,72,3,27,67
wgay2,4,19,34,10,19,15
twzcy,10,9,50,7,21,83
pjors,12,13,34,3,12,5
ffzva,10,1,95,8,5,8
m2ko5,3,16,98,11,23,29
o5gjm,11,22,27,12,2,37
chdrj,9,19,50,8,19,84
prql5,5,25,61,3,26,69
cfynu,5,1,65,12,1,69
dt18u,11,11,1,12,24,15
eadov,5,24,18,3,30,69
ez2z2,11,13,48,12,19,39
c1glw,12,31,53,11,10,14
yfgcd,7,20,66,6,19,96
udctt,8,1,29,1,1,53
nvc3a,3,26,20,3,3,1
jfrs5,1,29,20,12,25,21
e542q,9,10,91,1,6,45
yadvt,7,5,69,4,31,96
u7fze,12,10,68,12,10,45
taekt,5,3,91,12,16,11
mxh3p,5,1,13,5,1,33
a3sx8,12,24,41,11,18,75
qtdem,8,8,65,9,30,19
mj6zo,3,2,72,12,25,63
huud3,12,1,76,11,1,46
is0yy,3,7,82,11,12,43
b8hhx,6,8,74,10,18,75
wi27o,3,1,37,3,1,80
es69u,2,26,70,7,19,47
vw2zd,3,1,17,11,1,81
zwg95,12,13,78,11,24,64
bsbcc,12,4,12,3,26,98
qe8gb,5,16,41,11,21,41
bsv3t,11,1,6,3,1,69
vluvx,5,24,18,1,21,41
nhcc3,3,20,33,5,9,91
a4wfz,12,29,63,5,28,27
uxytq,5,23,60,11,24,56
tac3q,10,23,65,2,18,1
ycxlr,12,1,95,11,1,32
miaa7,8,13,86,9,24,68
ynaqh,12,1,37,12,20,93
rp6bd,9,13,6,9,2,63
npyxu,9,1,59,3,1,39
jccos,7,8,14,7,23,90
hmrt3,3,4,45,11,15,31
qkc9m,3,1,14,5,1,71
tm1l0,5,1,45,3,1,18
afts6,11,1,27,5,1,64
kz9sk,10,16,90,6,8,74
bih1m,11,1,20,12,1,37
km9bd,10,22,92,10,9,55
u5t3b,2,24,93,10,30,32
rkeyu,3,10,2,12,24,80
dgzg6,11,1,67,3,1,26
sprpw,11,14,87,5,5,48
a35zd,3,3,46,11,10,7
a32wb,9,1,90,9,1,90
x3e9e,7,18,5,10,29,60
aetz6,4,25,48,1,28,52
ggdox,1,21,24,11,20,25
ds49n,10,18,53,2,21,31
pedpq,11,11,73,3,6,86
nze3q,12,30,93,11,31,41
vk376,3,1,63,3,1,93
z3wnn,11,1,26,5,1,95
tqquk,11,26,51,12,25,86
mmb71,11,9,51,11,2,37
bzkgm,3,1,94,5,1,19
x8v2w,11,21,33,11,3,36
o5mwh,5,2,71,11,21,55
fody6,12,4,15,11,19,35
ofbq8,3,26,10,9,12,62
kzjlm,2,6,57,2,6,5
jdr6y,9,1,14,1,1,12
l4d83,3,16,36,5,31,49
tx0bs,12,14,92,9,24,6
ektha,11,29,8,12,20,81
zfqwl,1,25,57,4,5,60
b7o38,9,1,84,12,1,72
do5mt,5,1,49,12,1,93
rujuk,3,3,23,3,3,23
d2z27,7,25,67,6,26,81
updy6,9,1,34,12,1,13
tvtia,11,13,51,11,17,92
l5c31,5,30,89,11,16,96
ldurl,6,5,36,7,27,56
z8yuz,3,19,51,3,22,49
u09cm,1,5,98,8,28,84
qgzhu,5,1,74,12,1,9
