id,action_sequence,first_action_rb,ai_assistance
m5o9z,1076-658-3316-760-1593-8615-105-114-105-4731-822-760-1593-8615-105-989-105-3427,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
m6emm,609-5020-709-822-613-1489-22196-604-2032-102-670-2032-975-1777-604-1419,['2032'],G=G088|TAG=RB4|P=HIGH|COUNT=4|REP=d508o|A=2032|ABA=0|Buniq=0
m6lng,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4425-1126-4187-104-13853-102-642-1433-709-1076-621-115-907-4129-694-867-115-2736-104-609-1433-709-25824-613-115-907-4129-102-603-822-604-603-1433-610-867-115-2736-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4425-1126-4187,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
m6u1h,760-1165-105-4491-105-21040-1045-103-760-1593-8615-105-905-105-20022-1104,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
m6vxb,630-15030-1693-613-169-4822-21367-697-1244-3387-117-603-1433-709-814-611-1265-701-605-1265-1777-104,['1265'],G=G154|TAG=RB4|P=HIGH|COUNT=11|REP=t6y6h|A=1265|ABA=0|Buniq=0
m71on,1076-658-3316-164-889-105-1353-105-4167-822-12516-1143-105-1455-105-4507,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
m7mj3,760-1165-105-1072-105-21606-977-103-836-105-1353-105-849,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
m8c1q,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4347-1042-2408-104-13853-102-642-1433-709-1076-621-4004-115-3362-694-108-111-1243-104-609-1433-709-25824-613-4004-115-3362-102-603-822-604-603-1433-610-108-111-1243-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4347-1042-2408,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
m8llk,7955-621-1072-10686-903-1072-102-603-1433-709-1076-735-775-1012-2032-104-909-751-7362-12467-4394-8561-4607-12368-102-603-5026-1736-709-629-2425-618-21640-1080-1052-104,['1072'],G=G060|TAG=RB4|P=HIGH|COUNT=10|REP=dz3vo|A=1072|ABA=0|Buniq=0
m8z4l,992-105-112-105-20022-995-735-979-105-4037-105-21355-1027,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
m9q71,1076-658-3316-164-889-105-4491-105-4486-822-12516-5451-4521-2669-105-1042-105-2224,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mabwi,1076-658-3316-12516-5451-4521-2669-105-979-105-4129-822-760-1165-105-1126-105-2032,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
magmf,1076-658-3316-760-1165-105-1265-105-1244-822-10477-697-105-1265-105-979,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
masgv,1076-658-3316-760-1593-8615-105-979-105-979-822-760-1165-105-976-105-976,"['105', '976', '979']",G=G237|TAG=ANCHOR_LOOP|P=HIGH|COUNT=1|REP=masgv|A=105|ABA=4|Buniq=3
mauce,979-105-113-105-20278-1080-735-905-105-112-105-17980-995,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mawl3,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-929-4425-4556-104-13853-102-642-1433-709-1076-621-775-1159-4103-694-115-1012-3889-104-609-1433-709-25824-613-775-1159-4103-102-603-822-604-603-1433-610-115-1012-3889-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-929-4425-4556,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
mb34r,760-1165-105-992-105-1195-694-7943-105-109-105-3362,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mb3xt,1076-658-3316-685-2207-8615-105-905-105-4556-822-10477-697-105-4425-105-1072,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mb5nb,1076-658-3316-760-1593-8615-105-867-105-4692-822-164-889-105-4037-105-2824,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mbwbv,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-867-907-4129-104-13853-102-642-1433-709-1076-621-4187-113-4691-694-111-867-867-104-609-1433-709-25824-613-4187-113-4691-102-603-822-604-603-1433-610-111-867-867-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-867-907-4129,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
mbx0n,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-107-1265-2032-104-13853-102-642-1433-709-1076-621-114-4491-2736-694-109-906-2883-104-609-1433-709-25824-613-114-4491-2736-102-603-822-604-603-1433-610-109-906-2883-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-107-1265-2032,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
mcgpg,10477-697-105-1195-105-4731-694-836-105-1042-105-2581,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
md4kc,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-929-1042-3427-104-13853-102-642-1433-709-1076-621-4425-113-1265-694-115-1072-109-104-609-1433-709-25824-613-4425-113-1265-102-603-822-604-603-1433-610-115-1072-109-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-929-1042-3427,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
md57k,1076-658-3316-10686-10909-704-105-4004-105-2578-822-7943-105-976-105-5032,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
md9ym,4491-105-1126-105-21606-977-735-4347-105-907-105-978,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mdbnw,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-111-113-4046-104-13853-102-642-1433-709-1076-621-4187-1042-4359-694-112-113-2578-104-609-1433-709-25824-613-4187-1042-4359-102-603-822-604-603-1433-610-112-113-2578-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-111-113-4046,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
me3kd,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-775-905-1469-104-13853-102-642-1433-709-1076-621-775-1042-2032-694-109-1243-3065-104-609-1433-709-25824-613-775-1042-2032-102-603-822-604-603-1433-610-109-1243-3065-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-775-905-1469,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
meh4b,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4275-979-4691-104-13853-102-642-1433-709-1076-621-867-114-4046-694-107-1243-111-104-609-1433-709-25824-613-867-114-4046-102-603-822-604-603-1433-610-107-1243-111-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4275-979-4691,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
meo2h,1076-658-3316-12516-5451-105-1159-105-4787-822-164-17762-2613-105-1265-105-905,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mes85,867-105-111-105-15342-1104-103-4491-105-110-105-15342-975,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mewwa,1076-658-3316-164-17762-2613-105-989-105-3493-822-836-105-989-105-4766,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
meyl8,688-1433-709-1338-621-929-115-4486-606-115-1195-4350-102-607-1192-603-1433-760-9044-618-751-3379-102-603-1433-3752-7508-4498-1736-709-6532-606-109-867-1243,['115'],G=G007|TAG=RB4|P=HIGH|COUNT=20|REP=cg3s0|A=115|ABA=0|Buniq=0
meyzh,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-113-1072-4037-104-13853-102-642-1433-709-1076-621-867-1072-4347-694-112-1012-4692-104-609-1433-709-25824-613-867-1072-4347-102-603-822-604-603-1433-610-112-1012-4692-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-113-1072-4037,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
mfq7n,1076-658-3316-836-105-112-105-976-822-12516-5451-4521-2669-105-905-105-4150,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mfudb,7943-979-102-21606-1068-24438-697-1068-5289-760-1165-979-102-887,['1068'],G=G002|TAG=RB4|P=HIGH|COUNT=20|REP=zlj0d|A=1068|ABA=0|Buniq=0
mgghm,1076-658-3316-12516-1143-105-1195-105-4275-822-836-105-1159-105-3835,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mgkij,1455-105-108-105-15881-1071-735-1243-105-112-105-21355-1068,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mgmla,1076-658-3316-164-889-105-929-105-989-822-836-105-989-105-1455,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mgq66,4491-105-1127-105-887-735-4347-105-906-105-20022-975,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mh9kl,1076-658-3316-12516-5451-4521-2669-105-4129-105-3835-822-760-1165-105-1126-105-1195,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mhbjy,685-2207-8615-105-1353-105-1016-103-836-105-1265-105-21040-1068,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mhdam,836-105-1042-105-4359-694-10477-697-105-4347-105-4429,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mi2zw,1195-105-4004-105-20278-1080-735-989-105-112-105-20022-1080,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mig96,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-114-1265-3562-104-13853-102-642-1433-709-1076-621-775-1243-3114-694-114-905-2602-104-609-1433-709-25824-613-775-1243-3114-102-603-822-604-603-1433-610-114-905-2602-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-114-1265-3562,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
miiuf,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-112-1265-867-104-13853-102-642-1433-709-1076-621-113-906-2736-694-107-905-2581-104-609-1433-709-25824-613-113-906-2736-102-603-822-604-603-1433-610-107-905-2581-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-112-1265-867,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
miryo,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-867-992-4350-104-13853-102-642-1433-709-1076-621-113-775-992-694-775-111-906-104-609-2026-1338-613-775-111-906-102-3687-603-6946-695-709-731-13460-6641-1013-611-775-164-858-975-682-102-992-605-603-603-1433-2646-613-867-992-4350,['775'],G=G009|TAG=RB4|P=HIGH|COUNT=61|REP=b4to3|A=775|ABA=0|Buniq=0
mj319,685-1464-105-929-105-5032-694-685-1464-105-1072-105-4465,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mj458,1076-658-3316-7943-105-108-105-1127-822-7943-105-1159-105-4706,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mjj3i,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-929-4004-4425-104-13853-102-642-1433-709-1076-621-115-929-4486-694-929-113-4073-104-609-2026-1338-613-929-113-4073-102-3687-603-6946-695-709-731-13460-6641-1013-611-929-12516-5451-102-4486-605-603-603-1433-2646-613-929-4004-4425,['929'],G=G013|TAG=RB4|P=HIGH|COUNT=32|REP=wxccz|A=929|ABA=0|Buniq=0
mjl7w,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-109-110-4581-104-13853-102-642-1433-709-1076-621-113-1195-2088-694-110-867-3562-104-609-1433-709-25824-613-113-1195-2088-102-603-822-604-603-1433-610-110-867-3562-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-109-110-4581,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
mjp8i,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-867-115-4037-104-13853-102-642-1433-709-1076-621-115-929-2602-694-929-1042-3493-104-609-1433-709-25824-613-115-929-2602-102-603-822-604-603-1433-610-929-1042-3493-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-867-115-4037,"['603', '929']",G=G013|TAG=RB4|P=HIGH|COUNT=32|REP=wxccz|A=929|ABA=0|Buniq=0
mkdmm,760-1165-105-989-105-17980-1104-103-7943-105-1195-105-21040-1080,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mkt7x,685-1464-105-992-105-21355-975-103-10477-697-105-113-105-21040-977,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mku3d,749-604-1552-102-112-10686-903-109-102-603-1465-908-1469-1308-605-1469-701-671-102-605-709-1835-607-17207-1104-1052-104,['1469'],G=G096|TAG=RB4|P=HIGH|COUNT=2|REP=mku3d|A=1469|ABA=0|Buniq=0
mkxml,1076-658-3316-12516-5451-105-867-105-4692-822-10477-697-105-867-105-3246,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ml94p,1076-658-3316-760-1165-105-108-105-2640-822-12516-5451-4521-2669-105-1012-105-4599,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mlazp,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-775-4275-4429-104-13853-102-642-1433-709-1076-621-4425-929-1072-694-108-775-2602-104-609-1433-709-25824-613-4425-929-1072-102-603-822-604-603-1433-610-108-775-2602-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-775-4275-4429,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
mlkiw,609-1736-1552-610-929-164-4154-683-4706-104-609-1465-810-1159-1308-605-1159-701-1903-102-605-709-8561-646-607-13118-1080-1052,['1159'],G=G073|TAG=RB4|P=HIGH|COUNT=9|REP=ywqzn|A=1159|ABA=0|Buniq=0
mll11,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-775-4129-4037-104-13853-102-642-1433-709-1076-621-4425-775-4046-694-110-1159-976-104-609-1433-709-25824-613-4425-775-4046-102-603-822-604-603-1433-610-110-1159-976-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-775-4129-4037,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
mlqcd,1076-658-3316-10477-697-105-905-105-2088-822-164-889-105-905-105-1351,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mmani,609-1433-709-15581-607-1489-11075-604-2953-102-878-2953-975-1777-604-2305-104,['2953'],G=G197|TAG=RB4|P=HIGH|COUNT=1|REP=mmani|A=2953|ABA=0|Buniq=0
mmfpa,760-1165-105-1265-105-17980-1071-103-760-1593-8615-105-929-105-15881-1071,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mmgbd,685-1464-105-907-105-976-694-7943-105-775-105-907,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mmr9z,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4425-4425-4306-104-13853-102-642-1433-709-1076-621-775-114-4073-694-114-867-1469-104-609-1433-709-25824-613-775-114-4073-102-603-822-604-603-1433-610-114-867-1469-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4425-4425-4306,"['114', '603']",G=G051|TAG=RB4|P=HIGH|COUNT=13|REP=x66uq|A=114|ABA=0|Buniq=0
mneax,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4004-979-4385-104-13853-102-642-1433-709-1076-621-775-992-1195-694-114-109-976-104-609-1433-709-25824-613-775-992-1195-102-603-822-604-603-1433-610-114-109-976-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4004-979-4385,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
mnr1t,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-115-112-907-104-13853-102-642-1433-709-1076-621-109-1243-4089-694-115-867-3493-104-609-1433-709-25824-613-109-1243-4089-102-603-822-604-603-1433-610-115-867-3493-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-115-112-907,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
mnwg0,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-929-4129-4425-104-13853-102-642-1433-709-1076-621-4129-1244-2664-694-775-867-4729-104-609-1433-709-25824-613-4129-1244-2664-102-603-822-604-603-1433-610-775-867-4729-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-929-4129-4425,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
mnwlj,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-110-4425-4706-104-13853-102-642-1433-709-1076-621-115-1159-2224-694-115-1265-2088-104-609-1433-709-25824-613-115-1159-2224-102-603-822-604-603-1433-610-115-1265-2088-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-110-4425-4706,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
mnx2c,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4004-4507-4275-104-13853-102-642-1433-709-1076-621-4275-1042-4787-694-867-1126-4465-104-609-1433-709-25824-613-4275-1042-4787-102-603-822-604-603-1433-610-867-1126-4465-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4004-4507-4275,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
mnzpq,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-775-929-1455-104-13853-102-642-1433-709-1076-621-112-867-2824-694-867-929-906-104-609-1433-709-25824-613-112-867-2824-102-603-822-604-603-1433-610-867-929-906-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-775-929-1455,"['603', '867']",G=G023|TAG=RB4|P=HIGH|COUNT=35|REP=hhqge|A=867|ABA=0|Buniq=0
mo96y,1076-658-3316-836-105-1042-105-4539-822-12516-5451-4521-2669-105-1243-105-4103,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
moin7,685-2207-8615-105-4275-105-1351-694-760-1165-105-1126-105-4004,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
moouh,10477-697-105-1127-105-21606-1080-103-7943-105-992-105-20278-1071,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mox6m,609-1465-810-4966-1308-605-4966-701-1903-102-605-709-8561-646-607-4117-995-1052-104-609-1736-1552-610-1126-164-17762-2613-2602,['4966'],G=G155|TAG=RB4|P=HIGH|COUNT=1|REP=mox6m|A=4966|ABA=0|Buniq=0
mp3d8,1076-658-3316-164-889-105-1159-105-3562-822-685-2207-8615-105-1244-105-4599,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mpai1,1072-105-110-105-20022-1071-735-1195-105-113-105-21355-1071,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mpam8,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-929-907-1455-104-13853-102-642-1433-709-1076-621-867-114-4486-694-111-929-3231-104-609-1433-709-25824-613-867-114-4486-102-603-822-604-603-1433-610-111-929-3231-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-929-907-1455,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
mplor,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4425-979-4692-104-13853-102-642-1433-709-1076-621-775-1159-4350-694-115-989-4306-104-609-1433-709-25824-613-775-1159-4350-102-603-822-604-603-1433-610-115-989-4306-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4425-979-4692,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
mpn4f,609-1433-21169-610-1128-621-760-1593-8615-111-4429-606-111-929-2640-104-630-1192-604-13308-102-695-709-4194-20758-1052-606-603-1009-15638-104,['111'],G=G064|TAG=RB4|P=HIGH|COUNT=7|REP=ha6zw|A=111|ABA=0|Buniq=0
mpqvq,867-105-992-105-1016-735-929-105-1042-105-21040-977,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mpyhk,685-1464-105-989-105-2578-694-836-105-976-105-4187,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mpyzn,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4129-110-906-104-13853-102-642-1433-709-1076-621-4425-907-907-694-775-109-4350-104-609-1433-709-25824-613-4425-907-907-102-603-822-604-603-1433-610-775-109-4350-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4129-110-906,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
mqb17,1076-658-3316-164-17762-2613-105-1195-105-2224-822-836-105-4491-105-3362,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mqbnk,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4037-907-1455-104-13853-102-642-1433-709-1076-621-867-979-4311-694-867-979-4691-104-609-1433-709-25824-613-867-979-4311-102-603-822-604-603-1433-610-867-979-4691-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4037-907-1455,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
mr3tz,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-929-867-929-104-13853-102-642-1433-709-1076-621-4491-1159-4691-694-107-775-4731-104-609-1433-709-25824-613-4491-1159-4691-102-603-822-604-603-1433-610-107-775-4731-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-929-867-929,"['603', '929']",G=G215|TAG=RB4|P=HIGH|COUNT=1|REP=mr3tz|A=929|ABA=2|Buniq=1
mri7p,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4275-979-992-104-13853-102-642-1433-709-1076-621-4507-1265-4150-694-109-1243-4615-104-609-1433-709-25824-613-4507-1265-4150-102-603-822-604-603-1433-610-109-1243-4615-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4275-979-992,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
mrstn,906-105-112-105-20278-995-735-979-105-110-105-15881-975,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
mrug5,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-113-109-2224-104-13853-102-642-1433-709-1076-621-4129-775-4089-694-929-1244-1042-104-609-1433-709-25824-613-4129-775-4089-102-603-822-604-603-1433-610-929-1244-1042-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-113-109-2224,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
mry2j,1076-658-3316-10477-697-105-4037-105-3427-822-164-17762-2613-105-907-105-989,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ms2v6,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4187-4425-4615-104-13853-102-642-1433-709-1076-621-115-107-4491-694-929-989-2736-104-609-1433-709-25824-613-115-107-4491-102-603-822-604-603-1433-610-929-989-2736-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4187-4425-4615,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
ms5us,1159-105-775-105-20278-1045-735-1072-105-113-105-881,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
